cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,TempProf_cur[2.6],TempProf_cur[13.9],TempProf_cur[17.5],TempProf_cur[21.5],TempProf_cur[25.5],TempProf_cur[31.2],PresProf_cur[2.6],PresProf_cur[13.9],PresProf_cur[17.5],PresProf_cur[21.5],PresProf_cur[25.5],PresProf_cur[31.2],
2002-06-10 05:50:00,286.728,0.000,293.128,292.668,289.877,285.633,97738.333,287.035,286.391,286.122,285.985,285.890,285.764,98059.738,97931.186,97884.397,97837.591,97790.783,97720.574,
2002-06-10 05:55:00,286.909,0.000,293.198,292.669,289.915,285.642,97744.167,287.348,286.442,286.130,285.980,285.878,285.745,98059.687,97931.206,97884.420,97837.614,97790.805,97720.592,
2002-06-10 06:00:00,286.722,0.000,293.221,292.623,289.954,285.650,97750.000,287.044,286.370,286.091,285.947,285.846,285.715,98059.810,97931.254,97884.460,97837.649,97790.834,97720.613,
2002-06-10 06:05:00,286.896,0.000,293.296,292.623,290.012,285.617,97757.500,287.348,286.418,286.099,285.944,285.837,285.697,98059.764,97931.276,97884.486,97837.674,97790.859,97720.634,
2002-06-10 06:10:00,286.690,0.000,293.313,292.581,290.049,285.583,97765.000,287.024,286.325,286.039,285.893,285.789,285.654,98059.916,97931.345,97884.543,97837.723,97790.899,97720.664,
2002-06-10 06:15:00,286.825,0.000,293.360,292.574,290.081,285.550,97772.500,287.276,286.349,286.031,285.875,285.767,285.626,98059.901,97931.381,97884.580,97837.757,97790.930,97720.689,
2002-06-10 06:20:00,286.642,0.000,293.359,292.530,290.098,285.517,97780.000,286.989,286.265,285.975,285.825,285.720,285.583,98060.042,97931.449,97884.637,97837.806,97790.971,97720.718,
2002-06-10 06:25:00,286.761,0.000,293.387,292.516,290.114,285.483,97787.500,287.212,286.285,285.966,285.808,285.698,285.555,98060.034,97931.485,97884.673,97837.840,97791.002,97720.743,
2002-06-10 06:30:00,286.597,0.000,293.376,292.472,290.117,285.450,97795.000,286.956,286.209,285.913,285.760,285.653,285.513,98060.165,97931.551,97884.729,97837.887,97791.041,97720.772,
2002-06-10 06:35:00,286.697,0.000,293.392,292.454,290.120,285.417,97802.500,287.149,286.222,285.901,285.741,285.630,285.485,98060.166,97931.588,97884.766,97837.922,97791.072,97720.797,
2002-06-10 06:40:00,286.547,0.000,293.375,292.410,290.114,285.383,97810.000,286.917,286.149,285.848,285.694,285.585,285.443,98060.291,97931.654,97884.822,97837.969,97791.112,97720.826,
2002-06-10 06:45:00,286.627,0.000,293.382,292.388,290.107,285.350,97817.500,287.077,286.154,285.832,285.671,285.559,285.413,98060.304,97931.695,97884.861,97838.005,97791.144,97720.851,
2002-06-10 06:50:00,286.492,0.000,293.361,292.346,290.094,285.317,97825.000,286.870,286.085,285.781,285.625,285.515,285.372,98060.422,97931.759,97884.916,97838.052,97791.184,97720.880,
2002-06-10 06:55:00,286.559,0.000,293.359,292.321,290.080,285.283,97832.500,287.007,286.086,285.763,285.601,285.488,285.342,98060.440,97931.800,97884.956,97838.089,97791.216,97720.905,
2002-06-10 07:00:00,286.434,0.000,293.336,292.278,290.061,285.250,97840.000,286.820,286.020,285.714,285.556,285.445,285.301,98060.554,97931.863,97885.010,97838.135,97791.255,97720.934,
2002-06-10 07:05:00,286.501,0.000,293.328,292.251,290.042,285.292,97845.833,286.947,286.031,285.709,285.547,285.434,285.288,98060.544,97931.878,97885.025,97838.149,97791.267,97720.943,
2002-06-10 07:10:00,286.415,0.000,293.328,292.214,290.045,285.333,97851.667,286.807,285.995,285.686,285.527,285.417,285.273,98060.603,97931.903,97885.045,97838.165,97791.281,97720.952,
2002-06-10 07:15:00,286.487,0.000,293.362,292.194,290.073,285.375,97857.500,286.935,286.015,285.691,285.527,285.414,285.267,98060.581,97931.909,97885.053,97838.174,97791.289,97720.959,
2002-06-10 07:20:00,286.418,0.000,293.396,292.167,290.118,285.417,97863.333,286.821,285.989,285.674,285.512,285.400,285.254,98060.630,97931.931,97885.071,97838.189,97791.302,97720.969,
2002-06-10 07:25:00,286.488,0.000,293.455,292.154,290.183,285.458,97869.167,286.941,286.010,285.680,285.513,285.398,285.247,98060.609,97931.937,97885.080,97838.199,97791.311,97720.977,
2002-06-10 07:30:00,286.430,0.000,293.512,292.135,290.263,285.500,97875.000,286.844,285.988,285.666,285.500,285.384,285.234,98060.653,97931.958,97885.098,97838.215,97791.325,97720.988,
2002-06-10 07:35:00,286.494,0.000,293.587,292.128,290.358,285.542,97880.833,286.954,286.009,285.672,285.500,285.381,285.226,98060.636,97931.967,97885.108,97838.225,97791.335,97720.996,
2002-06-10 07:40:00,286.445,0.000,293.658,292.116,290.465,285.583,97886.667,286.872,285.991,285.660,285.488,285.368,285.213,98060.675,97931.987,97885.126,97838.241,97791.349,97721.008,
2002-06-10 07:45:00,286.505,0.000,293.742,292.112,290.584,285.625,97892.500,286.974,286.011,285.665,285.488,285.365,285.205,98060.661,97931.996,97885.137,97838.253,97791.360,97721.017,
2002-06-10 07:50:00,286.463,0.000,293.823,292.105,290.713,285.667,97898.333,286.902,285.995,285.654,285.476,285.352,285.191,98060.698,97932.017,97885.156,97838.270,97791.375,97721.029,
2002-06-10 07:55:00,286.517,0.000,293.914,292.104,290.852,285.708,97904.167,286.995,286.014,285.659,285.475,285.347,285.182,98060.688,97932.028,97885.169,97838.282,97791.387,97721.039,
2002-06-10 08:00:00,286.486,0.000,294.002,292.101,290.999,285.750,97910.000,286.939,286.003,285.650,285.465,285.336,285.168,98060.719,97932.048,97885.187,97838.299,97791.403,97721.051,
2002-06-10 08:05:00,286.537,0.000,294.098,292.103,291.155,285.808,97913.333,287.026,286.020,285.654,285.462,285.329,285.157,98060.713,97932.062,97885.203,97838.315,97791.418,97721.064,
2002-06-10 08:10:00,286.546,0.000,294.210,292.107,291.338,285.867,97916.667,287.022,286.039,285.666,285.467,285.329,285.150,98060.714,97932.068,97885.212,97838.326,97791.429,97721.074,
2002-06-10 08:15:00,286.614,0.000,294.341,292.117,291.540,285.925,97920.000,287.119,286.081,285.695,285.486,285.341,285.154,98060.679,97932.061,97885.210,97838.328,97791.433,97721.080,
2002-06-10 08:20:00,286.616,0.000,294.482,292.129,291.755,285.983,97923.333,287.109,286.094,285.708,285.495,285.347,285.154,98060.676,97932.061,97885.213,97838.332,97791.438,97721.087,
2002-06-10 08:25:00,286.657,0.000,294.633,292.146,291.982,286.042,97926.667,287.172,286.116,285.723,285.505,285.353,285.155,98060.658,97932.058,97885.213,97838.335,97791.443,97721.092,
2002-06-10 08:30:00,286.650,0.000,294.787,292.163,292.217,286.100,97930.000,287.152,286.121,285.730,285.509,285.355,285.153,98060.663,97932.062,97885.218,97838.340,97791.449,97721.098,
2002-06-10 08:35:00,286.690,0.000,294.947,292.182,292.459,286.158,97933.333,287.211,286.144,285.747,285.520,285.362,285.154,98060.643,97932.058,97885.217,97838.342,97791.452,97721.102,
2002-06-10 08:40:00,286.687,0.000,295.109,292.202,292.707,286.217,97936.667,287.196,286.154,285.757,285.527,285.366,285.155,98060.642,97932.057,97885.218,97838.344,97791.455,97721.106,
2002-06-10 08:45:00,286.726,0.000,295.273,292.223,292.961,286.275,97940.000,287.252,286.178,285.775,285.539,285.375,285.159,98060.619,97932.050,97885.215,97838.343,97791.456,97721.108,
2002-06-10 08:50:00,286.725,0.000,295.438,292.245,293.218,286.333,97943.333,287.238,286.189,285.786,285.548,285.381,285.161,98060.614,97932.046,97885.213,97838.343,97791.457,97721.110,
2002-06-10 08:55:00,286.764,0.000,295.605,292.269,293.479,286.392,97946.667,287.293,286.214,285.806,285.562,285.391,285.167,98060.589,97932.036,97885.207,97838.339,97791.455,97721.110,
2002-06-10 09:00:00,286.766,0.000,295.771,292.294,293.742,286.450,97950.000,287.283,286.227,285.819,285.572,285.399,285.171,98060.580,97932.029,97885.202,97838.337,97791.454,97721.111,
2002-06-10 09:05:00,286.832,0.000,295.939,292.320,294.008,286.542,97953.333,287.360,286.285,285.874,285.624,285.450,285.221,98060.475,97931.953,97885.135,97838.279,97791.404,97721.073,
2002-06-10 09:10:00,286.845,0.000,296.079,292.341,294.246,286.633,97956.667,287.353,286.318,285.917,285.670,285.497,285.271,98060.395,97931.881,97885.070,97838.220,97791.354,97721.035,
2002-06-10 09:15:00,286.929,0.000,296.209,292.364,294.475,286.725,97960.000,287.457,286.384,285.977,285.728,285.554,285.326,98060.276,97931.797,97884.997,97838.157,97791.300,97720.995,
2002-06-10 09:20:00,286.974,0.000,296.324,292.384,294.698,286.817,97963.333,287.483,286.445,286.039,285.787,285.612,285.382,98060.170,97931.713,97884.923,97838.093,97791.245,97720.954,
2002-06-10 09:25:00,287.078,0.000,296.437,292.407,294.921,286.908,97966.667,287.610,286.529,286.115,285.857,285.679,285.445,98060.030,97931.618,97884.840,97838.023,97791.186,97720.911,
2002-06-10 09:30:00,287.125,0.000,296.543,292.431,295.141,287.000,97970.000,287.640,286.591,286.178,285.920,285.740,285.504,98059.920,97931.531,97884.764,97837.956,97791.130,97720.870,
2002-06-10 09:35:00,287.222,0.000,296.649,292.459,295.360,287.092,97973.333,287.758,286.669,286.249,285.987,285.804,285.565,98059.786,97931.438,97884.683,97837.887,97791.072,97720.827,
2002-06-10 09:40:00,287.267,0.000,296.748,292.486,295.576,287.183,97976.667,287.785,286.728,286.310,286.047,285.863,285.623,98059.679,97931.353,97884.608,97837.821,97791.016,97720.786,
2002-06-10 09:45:00,287.363,0.000,296.847,292.515,295.792,287.275,97980.000,287.902,286.807,286.382,286.114,285.928,285.684,98059.544,97931.260,97884.527,97837.752,97790.958,97720.743,
2002-06-10 09:50:00,287.412,0.000,296.940,292.544,296.006,287.367,97983.333,287.936,286.869,286.446,286.176,285.989,285.743,98059.433,97931.172,97884.450,97837.685,97790.901,97720.701,
2002-06-10 09:55:00,287.508,0.000,297.034,292.574,296.221,287.458,97986.667,288.051,286.948,286.518,286.244,286.054,285.806,98059.298,97931.078,97884.368,97837.615,97790.841,97720.657,
2002-06-10 10:00:00,287.559,0.000,297.122,292.605,296.435,287.550,97990.000,288.088,287.011,286.582,286.307,286.116,285.866,98059.185,97930.989,97884.290,97837.547,97790.784,97720.615,
2002-06-10 10:05:00,287.638,0.000,297.211,292.637,296.650,287.542,97991.667,288.186,287.072,286.636,286.356,286.161,285.906,98059.091,97930.929,97884.239,97837.505,97790.749,97720.590,
2002-06-10 10:10:00,287.656,0.000,297.258,292.663,296.821,287.533,97993.333,288.190,287.103,286.668,286.387,286.192,285.935,98059.038,97930.886,97884.201,97837.472,97790.721,97720.570,
2002-06-10 10:15:00,287.712,0.000,297.277,292.684,296.956,287.525,97995.000,288.261,287.145,286.704,286.421,286.224,285.966,98058.969,97930.840,97884.161,97837.438,97790.693,97720.549,
2002-06-10 10:20:00,287.722,0.000,297.269,292.698,297.058,287.517,97996.667,288.256,287.169,286.732,286.449,286.251,285.993,98058.922,97930.799,97884.125,97837.406,97790.666,97720.529,
2002-06-10 10:25:00,287.770,0.000,297.244,292.707,297.135,287.508,97998.333,288.317,287.206,286.765,286.481,286.283,286.023,98058.856,97930.754,97884.085,97837.372,97790.636,97720.507,
2002-06-10 10:30:00,287.778,0.000,297.203,292.712,297.186,287.500,98000.000,288.310,287.227,286.790,286.507,286.310,286.051,98058.811,97930.713,97884.048,97837.339,97790.608,97720.485,
2002-06-10 10:35:00,287.820,0.000,297.151,292.714,297.218,287.492,98001.667,288.363,287.259,286.821,286.537,286.340,286.081,98058.748,97930.668,97884.009,97837.304,97790.578,97720.463,
2002-06-10 10:40:00,287.823,0.000,297.088,292.713,297.231,287.483,98003.333,288.351,287.277,286.843,286.562,286.366,286.109,98058.705,97930.628,97883.972,97837.271,97790.549,97720.441,
2002-06-10 10:45:00,287.861,0.000,297.017,292.708,297.229,287.475,98005.000,288.398,287.306,286.872,286.591,286.395,286.140,98058.644,97930.582,97883.931,97837.235,97790.518,97720.417,
2002-06-10 10:50:00,287.864,0.000,296.938,292.702,297.212,287.467,98006.667,288.386,287.323,286.894,286.616,286.422,286.169,98058.600,97930.541,97883.893,97837.201,97790.488,97720.394,
2002-06-10 10:55:00,287.896,0.000,296.854,292.693,297.184,287.458,98008.333,288.426,287.350,286.921,286.644,286.452,286.200,98058.541,97930.495,97883.851,97837.164,97790.456,97720.369,
2002-06-10 11:00:00,287.899,0.000,296.764,292.682,297.143,287.450,98010.000,288.415,287.366,286.943,286.669,286.479,286.229,98058.495,97930.453,97883.812,97837.128,97790.424,97720.344,
2002-06-10 11:05:00,287.895,0.000,296.669,292.669,297.093,287.533,98010.000,288.421,287.353,286.928,286.653,286.461,286.209,98058.530,97930.485,97883.842,97837.156,97790.449,97720.365,
2002-06-10 11:10:00,287.868,0.000,296.631,292.667,297.116,287.617,98010.000,288.393,287.326,286.898,286.622,286.430,286.176,98058.589,97930.532,97883.884,97837.193,97790.482,97720.389,
2002-06-10 11:15:00,287.880,0.000,296.634,292.676,297.201,287.700,98010.000,288.425,287.317,286.881,286.600,286.405,286.148,98058.624,97930.571,97883.921,97837.227,97790.511,97720.412,
2002-06-10 11:20:00,287.877,0.000,296.665,292.691,297.339,287.783,98010.000,288.425,287.311,286.868,286.583,286.384,286.124,98058.659,97930.605,97883.953,97837.256,97790.538,97720.433,
2002-06-10 11:25:00,287.910,0.000,296.720,292.714,297.522,287.867,98010.000,288.481,287.321,286.866,286.574,286.371,286.105,98058.672,97930.630,97883.979,97837.281,97790.560,97720.452,
2002-06-10 11:30:00,287.922,0.000,296.790,292.743,297.745,287.950,98010.000,288.498,287.326,286.863,286.565,286.358,286.087,98058.691,97930.654,97884.003,97837.305,97790.582,97720.470,
2002-06-10 11:35:00,287.966,0.000,296.873,292.779,298.003,288.033,98010.000,288.567,287.346,286.869,286.563,286.350,286.072,98058.690,97930.672,97884.023,97837.324,97790.601,97720.486,
