Time,THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
04:25:00,3.094727E+05,1.514061E+05,1.597156E+01,1.168155E+01
04:30:00,3.094728E+05,1.512314E+05,1.597157E+01,1.166807E+01
04:35:00,3.094729E+05,1.510584E+05,1.597157E+01,1.165472E+01
04:40:00,3.094730E+05,1.509572E+05,1.597158E+01,1.164691E+01
04:45:00,3.094731E+05,1.509311E+05,1.597158E+01,1.164491E+01
04:50:00,3.094732E+05,1.510275E+05,1.597159E+01,1.165234E+01
04:55:00,3.094733E+05,1.512536E+05,1.597159E+01,1.166979E+01
05:00:00,3.094734E+05,1.516533E+05,1.597160E+01,1.170063E+01
05:05:00,3.094735E+05,1.522018E+05,1.597160E+01,1.174295E+01
05:10:00,3.094736E+05,1.528942E+05,1.597161E+01,1.179638E+01
05:15:00,3.094737E+05,1.537231E+05,1.597161E+01,1.186033E+01
05:20:00,3.094738E+05,1.547245E+05,1.597162E+01,1.193760E+01
05:25:00,3.094739E+05,1.558767E+05,1.597162E+01,1.202651E+01
05:30:00,3.094740E+05,1.571804E+05,1.597163E+01,1.212710E+01
05:35:00,3.094741E+05,1.586665E+05,1.597163E+01,1.224176E+01
05:40:00,3.094741E+05,1.602684E+05,1.597164E+01,1.236536E+01
05:45:00,3.094742E+05,1.619838E+05,1.597164E+01,1.249772E+01
05:50:00,3.094743E+05,1.637630E+05,1.597165E+01,1.263500E+01
05:55:00,3.094744E+05,1.655956E+05,1.597165E+01,1.277640E+01
06:00:00,3.094745E+05,1.674320E+05,1.597166E+01,1.291809E+01
06:05:00,3.046510E+05,2.090468E+05,1.572272E+01,1.612886E+01
06:10:00,2.998183E+05,2.159431E+05,1.547333E+01,1.707415E+01
06:15:00,2.949876E+05,2.298527E+05,1.522405E+01,1.871606E+01
06:20:00,2.901542E+05,2.378054E+05,1.497462E+01,1.977779E+01
06:25:00,2.853187E+05,2.452736E+05,1.472511E+01,2.079487E+01
06:30:00,2.804817E+05,2.527072E+05,1.447551E+01,2.181141E+01
06:35:00,2.756432E+05,2.600482E+05,1.422585E+01,2.282239E+01
06:40:00,2.708035E+05,2.672902E+05,1.397613E+01,2.382726E+01
06:45:00,2.659627E+05,2.744300E+05,1.372635E+01,2.482573E+01
06:50:00,2.611208E+05,2.814711E+05,1.347652E+01,2.581806E+01
06:55:00,2.562782E+05,2.884149E+05,1.322666E+01,2.680435E+01
07:00:00,2.514347E+05,2.952659E+05,1.297675E+01,2.778491E+01
07:05:00,2.514141E+05,2.622885E+05,1.297575E+01,2.569431E+01
07:10:00,2.514022E+05,2.639846E+05,1.297518E+01,2.586750E+01
07:15:00,2.513876E+05,2.586294E+05,1.297448E+01,2.534289E+01
07:20:00,2.513754E+05,2.591571E+05,1.297388E+01,2.539453E+01
07:25:00,2.513647E+05,2.601176E+05,1.297337E+01,2.548862E+01
07:30:00,2.513552E+05,2.610613E+05,1.297291E+01,2.558108E+01
07:35:00,2.513468E+05,2.620164E+05,1.297250E+01,2.567465E+01
07:40:00,2.513394E+05,2.629945E+05,1.297214E+01,2.577048E+01
07:45:00,2.513328E+05,2.640053E+05,1.297182E+01,2.586953E+01
07:50:00,2.513270E+05,2.650529E+05,1.297154E+01,2.597217E+01
07:55:00,2.513218E+05,2.661413E+05,1.297129E+01,2.607881E+01
08:00:00,2.513172E+05,2.672751E+05,1.297106E+01,2.618991E+01
08:05:00,2.513131E+05,2.684438E+05,1.297087E+01,2.630443E+01
08:10:00,2.513095E+05,2.696497E+05,1.297069E+01,2.642259E+01
08:15:00,2.513063E+05,2.708946E+05,1.297053E+01,2.654458E+01
08:20:00,2.513034E+05,2.721800E+05,1.297040E+01,2.667053E+01
08:25:00,2.513009E+05,2.735060E+05,1.297027E+01,2.680046E+01
08:30:00,2.512987E+05,2.748725E+05,1.297017E+01,2.693436E+01
08:35:00,2.512967E+05,2.762784E+05,1.297007E+01,2.707213E+01
08:40:00,2.512949E+05,2.777148E+05,1.296998E+01,2.721288E+01
08:45:00,2.512934E+05,2.791736E+05,1.296991E+01,2.735582E+01
08:50:00,2.512920E+05,2.806491E+05,1.296984E+01,2.750040E+01
08:55:00,2.512908E+05,2.821486E+05,1.296978E+01,2.764734E+01
09:00:00,2.512897E+05,2.836594E+05,1.296973E+01,2.779538E+01
09:05:00,2.512888E+05,2.851682E+05,1.296969E+01,2.794322E+01
09:10:00,2.512879E+05,2.866684E+05,1.296964E+01,2.809022E+01
09:15:00,2.512872E+05,2.881558E+05,1.296961E+01,2.823597E+01
09:20:00,2.512865E+05,2.896250E+05,1.296958E+01,2.837994E+01
09:25:00,2.512860E+05,2.910720E+05,1.296955E+01,2.852172E+01
09:30:00,2.512855E+05,2.924916E+05,1.296952E+01,2.866083E+01
09:35:00,2.512850E+05,2.938804E+05,1.296950E+01,2.879691E+01
09:40:00,2.512846E+05,2.952335E+05,1.296948E+01,2.892950E+01
09:45:00,2.512843E+05,2.965477E+05,1.296947E+01,2.905827E+01
09:50:00,2.512840E+05,2.978186E+05,1.296945E+01,2.918280E+01
09:55:00,2.512837E+05,2.990320E+05,1.296944E+01,2.930169E+01
10:00:00,2.512835E+05,3.001921E+05,1.296943E+01,2.941537E+01
10:05:00,2.512833E+05,3.012981E+05,1.296942E+01,2.952374E+01
10:10:00,2.512831E+05,3.023477E+05,1.296941E+01,2.962658E+01
10:15:00,2.512830E+05,3.033389E+05,1.296941E+01,2.972371E+01
10:20:00,2.512829E+05,3.042698E+05,1.296940E+01,2.981492E+01
10:25:00,2.512828E+05,3.051389E+05,1.296940E+01,2.990008E+01
10:30:00,2.512827E+05,3.059447E+05,1.296939E+01,2.997904E+01
10:35:00,2.512826E+05,3.066865E+05,1.296939E+01,3.005172E+01
10:40:00,2.512826E+05,3.073635E+05,1.296939E+01,3.011806E+01
10:45:00,2.512825E+05,3.079758E+05,1.296938E+01,3.017805E+01
10:50:00,2.512825E+05,3.085240E+05,1.296938E+01,3.023177E+01
10:55:00,2.512825E+05,3.090088E+05,1.296938E+01,3.027927E+01
11:00:00,2.512824E+05,3.094301E+05,1.296938E+01,3.032054E+01
11:05:00,2.512824E+05,3.097855E+05,1.296938E+01,3.035537E+01
11:10:00,2.512824E+05,3.100772E+05,1.296938E+01,3.038395E+01
11:15:00,2.512824E+05,3.103084E+05,1.296938E+01,3.040659E+01
11:20:00,2.512824E+05,3.104830E+05,1.296938E+01,3.042370E+01
11:25:00,2.512825E+05,3.106056E+05,1.296938E+01,3.043571E+01
11:30:00,2.512825E+05,3.106820E+05,1.296938E+01,3.044319E+01
11:35:00,2.512825E+05,3.107182E+05,1.296938E+01,3.044673E+01
11:40:00,2.512825E+05,3.107227E+05,1.296938E+01,3.044717E+01
11:45:00,2.512825E+05,3.107020E+05,1.296939E+01,3.044515E+01
11:50:00,2.512826E+05,3.106654E+05,1.296939E+01,3.044155E+01
11:55:00,2.512826E+05,3.106217E+05,1.296939E+01,3.043727E+01
12:00:00,2.512827E+05,3.105856E+05,1.296939E+01,3.043373E+01
12:05:00,2.512827E+05,3.105682E+05,1.296939E+01,3.043203E+01
12:10:00,2.512827E+05,3.105735E+05,1.296940E+01,3.043255E+01
12:15:00,2.512828E+05,3.106015E+05,1.296940E+01,3.043529E+01
12:20:00,2.512828E+05,3.106526E+05,1.296940E+01,3.044029E+01
12:25:00,2.512829E+05,3.107244E+05,1.296940E+01,3.044734E+01
12:30:00,2.512829E+05,3.108156E+05,1.296940E+01,3.045627E+01
12:35:00,2.512829E+05,3.109219E+05,1.296941E+01,3.046668E+01
12:40:00,2.512830E+05,3.110377E+05,1.296941E+01,3.047803E+01
12:45:00,2.512830E+05,3.111564E+05,1.296941E+01,3.048966E+01
12:50:00,2.512831E+05,3.112724E+05,1.296941E+01,3.050103E+01
12:55:00,2.512831E+05,3.113748E+05,1.296942E+01,3.051107E+01
13:00:00,2.512832E+05,3.114542E+05,1.296942E+01,3.051885E+01
13:05:00,2.512832E+05,3.115005E+05,1.296942E+01,3.052338E+01
13:10:00,2.512833E+05,3.115053E+05,1.296942E+01,3.052385E+01
13:15:00,2.512833E+05,3.114699E+05,1.296943E+01,3.052039E+01
13:20:00,2.512834E+05,3.113918E+05,1.296943E+01,3.051273E+01
13:25:00,2.512834E+05,3.112702E+05,1.296943E+01,3.050081E+01
13:30:00,2.512835E+05,3.111023E+05,1.296943E+01,3.048436E+01
13:35:00,2.512835E+05,3.108878E+05,1.296944E+01,3.046334E+01
13:40:00,2.512836E+05,3.106250E+05,1.296944E+01,3.043759E+01
13:45:00,2.512836E+05,3.103149E+05,1.296944E+01,3.040720E+01
13:50:00,2.512837E+05,3.099550E+05,1.296945E+01,3.037193E+01
13:55:00,2.512837E+05,3.095475E+05,1.296945E+01,3.033200E+01
14:00:00,2.512838E+05,3.090891E+05,1.296945E+01,3.028708E+01
14:05:00,2.512838E+05,3.085783E+05,1.296945E+01,3.023702E+01
14:10:00,2.512839E+05,3.080169E+05,1.296946E+01,3.018201E+01
14:15:00,2.512839E+05,3.074007E+05,1.296946E+01,3.012163E+01
14:20:00,2.512840E+05,3.067327E+05,1.296946E+01,3.005617E+01
14:25:00,2.512840E+05,3.060120E+05,1.296946E+01,2.998555E+01
14:30:00,2.512841E+05,3.052395E+05,1.296947E+01,2.990985E+01
14:35:00,2.512841E+05,3.044172E+05,1.296947E+01,2.982927E+01
14:40:00,2.512842E+05,3.035465E+05,1.296947E+01,2.974395E+01
14:45:00,2.512842E+05,3.026272E+05,1.296947E+01,2.965387E+01
14:50:00,2.512843E+05,3.016644E+05,1.296948E+01,2.955953E+01
14:55:00,2.512843E+05,3.006567E+05,1.296948E+01,2.946077E+01
15:00:00,2.512844E+05,2.996077E+05,1.296948E+01,2.935799E+01
15:05:00,2.512844E+05,2.984810E+05,1.296948E+01,2.924758E+01
15:10:00,2.512845E+05,2.973020E+05,1.296949E+01,2.913205E+01
15:15:00,2.512845E+05,2.960822E+05,1.296949E+01,2.901253E+01
15:20:00,2.512846E+05,2.948233E+05,1.296949E+01,2.888916E+01
15:25:00,2.512846E+05,2.935302E+05,1.296949E+01,2.876245E+01
15:30:00,2.512847E+05,2.922071E+05,1.296950E+01,2.863280E+01
15:35:00,2.512847E+05,2.908566E+05,1.296950E+01,2.850047E+01
15:40:00,2.512848E+05,2.894832E+05,1.296950E+01,2.836589E+01
15:45:00,2.512848E+05,2.880921E+05,1.296950E+01,2.822958E+01
15:50:00,2.512849E+05,2.866849E+05,1.296951E+01,2.809169E+01
15:55:00,2.512849E+05,2.852687E+05,1.296951E+01,2.795292E+01
16:00:00,2.512850E+05,2.838470E+05,1.296951E+01,2.781361E+01
16:05:00,2.512850E+05,2.824677E+05,1.296951E+01,2.767845E+01
16:10:00,2.512850E+05,2.811165E+05,1.296952E+01,2.754605E+01
16:15:00,2.512851E+05,2.797897E+05,1.296952E+01,2.741604E+01
16:20:00,2.512851E+05,2.784938E+05,1.296952E+01,2.728906E+01
16:25:00,2.512852E+05,2.772424E+05,1.296952E+01,2.716643E+01
16:30:00,2.512852E+05,2.760439E+05,1.296953E+01,2.704900E+01
16:35:00,2.512853E+05,2.749020E+05,1.296953E+01,2.693711E+01
16:40:00,2.512853E+05,2.738208E+05,1.296953E+01,2.683116E+01
16:45:00,2.512854E+05,2.728025E+05,1.296953E+01,2.673138E+01
16:50:00,2.512854E+05,2.718503E+05,1.296953E+01,2.663808E+01
16:55:00,2.512855E+05,2.709646E+05,1.296954E+01,2.655130E+01
17:00:00,2.512855E+05,2.701496E+05,1.296954E+01,2.647144E+01
17:05:00,2.512855E+05,2.693984E+05,1.296954E+01,2.639783E+01
17:10:00,2.512856E+05,2.687130E+05,1.296954E+01,2.633068E+01
17:15:00,2.512856E+05,2.680863E+05,1.296955E+01,2.626927E+01
17:20:00,2.512857E+05,2.675167E+05,1.296955E+01,2.621346E+01
17:25:00,2.512857E+05,2.669852E+05,1.296955E+01,2.616138E+01
17:30:00,2.512858E+05,2.664854E+05,1.296955E+01,2.611241E+01
17:35:00,2.512858E+05,2.659668E+05,1.296955E+01,2.606160E+01
17:40:00,2.512858E+05,2.654489E+05,1.296956E+01,2.601085E+01
17:45:00,2.512859E+05,2.649316E+05,1.296956E+01,2.596016E+01
17:50:00,2.512859E+05,2.644082E+05,1.296956E+01,2.590888E+01
17:55:00,2.512860E+05,2.638731E+05,1.296956E+01,2.585644E+01
18:00:00,2.512860E+05,2.633142E+05,1.296957E+01,2.580169E+01
18:05:00,2.561096E+05,2.627242E+05,1.321853E+01,2.574387E+01
18:10:00,2.609364E+05,2.620900E+05,1.346764E+01,2.568173E+01
18:15:00,2.657648E+05,2.614085E+05,1.371684E+01,2.561495E+01
18:20:00,2.705966E+05,2.606667E+05,1.396619E+01,2.554226E+01
18:25:00,2.754311E+05,2.598624E+05,1.421567E+01,2.546344E+01
18:30:00,2.802678E+05,2.589837E+05,1.446527E+01,2.537734E+01
18:35:00,2.851065E+05,2.580687E+05,1.471495E+01,2.528768E+01
18:40:00,2.899467E+05,2.570836E+05,1.496470E+01,2.519115E+01
18:45:00,2.947883E+05,2.559772E+05,1.521453E+01,2.508274E+01
18:50:00,2.996311E+05,2.547619E+05,1.546440E+01,2.496365E+01
18:55:00,3.044749E+05,2.534337E+05,1.571433E+01,2.483350E+01
19:00:00,3.093195E+05,2.519923E+05,1.596429E+01,2.469225E+01
19:05:00,3.093412E+05,2.504468E+05,1.596533E+01,2.454081E+01
19:10:00,3.093605E+05,2.488242E+05,1.596625E+01,2.438180E+01
19:15:00,3.093786E+05,2.471308E+05,1.596711E+01,2.421587E+01
19:20:00,3.093939E+05,2.453581E+05,1.596784E+01,2.404216E+01
19:25:00,3.094068E+05,2.435782E+05,1.596845E+01,2.386775E+01
19:30:00,3.094178E+05,2.418179E+05,1.596898E+01,2.369526E+01
19:35:00,3.094271E+05,2.400871E+05,1.596942E+01,2.352566E+01
19:40:00,3.094352E+05,2.384035E+05,1.596981E+01,2.336069E+01
19:45:00,3.094421E+05,2.368179E+05,1.597013E+01,2.320532E+01
19:50:00,3.094480E+05,2.353257E+05,1.597042E+01,2.305910E+01
19:55:00,3.094530E+05,2.339359E+05,1.597066E+01,2.292292E+01
20:00:00,3.094574E+05,2.326583E+05,1.597086E+01,2.279773E+01
20:05:00,3.094611E+05,2.315033E+05,1.597104E+01,2.268456E+01
20:10:00,3.094643E+05,2.304544E+05,1.597120E+01,2.258178E+01
20:15:00,3.094671E+05,2.295137E+05,1.597133E+01,2.248960E+01
20:20:00,3.094694E+05,2.287002E+05,1.597144E+01,2.240990E+01
20:25:00,3.094715E+05,2.279500E+05,1.597154E+01,2.233639E+01
20:30:00,3.094732E+05,2.272475E+05,1.597163E+01,2.226757E+01
20:35:00,3.094748E+05,2.265913E+05,1.597170E+01,2.220327E+01
20:40:00,3.094761E+05,2.259742E+05,1.597176E+01,2.214280E+01
20:45:00,3.094772E+05,2.253927E+05,1.597182E+01,2.208583E+01
20:50:00,3.094782E+05,2.248421E+05,1.597187E+01,2.203187E+01
20:55:00,3.094791E+05,2.243199E+05,1.597191E+01,2.198071E+01
21:00:00,3.094798E+05,2.238227E+05,1.597194E+01,2.193200E+01
21:05:00,3.094805E+05,2.233457E+05,1.597197E+01,2.188525E+01
21:10:00,3.094810E+05,2.228857E+05,1.597200E+01,2.184019E+01
21:15:00,3.094815E+05,2.224418E+05,1.597203E+01,2.179669E+01
21:20:00,3.094820E+05,2.220116E+05,1.597205E+01,2.175454E+01
21:25:00,3.094824E+05,2.215943E+05,1.597207E+01,2.171365E+01
21:30:00,3.094827E+05,2.211881E+05,1.597208E+01,2.167385E+01
21:35:00,3.094830E+05,2.207923E+05,1.597210E+01,2.163507E+01
21:40:00,3.094833E+05,2.204056E+05,1.597211E+01,2.159718E+01
21:45:00,3.094835E+05,2.200274E+05,1.597212E+01,2.156011E+01
21:50:00,3.094838E+05,2.196565E+05,1.597214E+01,2.152377E+01
21:55:00,3.094839E+05,2.192926E+05,1.597214E+01,2.148811E+01
22:00:00,3.094841E+05,2.189347E+05,1.597215E+01,2.145305E+01
22:05:00,3.094843E+05,2.005236E+05,1.597216E+01,1.964898E+01
22:10:00,3.094844E+05,1.840408E+05,1.597217E+01,1.800262E+01
22:15:00,3.094846E+05,1.814055E+05,1.597218E+01,1.744185E+01
22:20:00,3.094847E+05,1.754941E+05,1.597218E+01,1.660412E+01
22:25:00,3.094848E+05,1.699175E+05,1.597219E+01,1.579288E+01
22:30:00,3.094849E+05,1.652685E+05,1.597219E+01,1.505382E+01
22:35:00,3.094850E+05,1.606770E+05,1.597220E+01,1.431982E+01
22:40:00,3.094851E+05,1.561153E+05,1.597220E+01,1.358871E+01
22:45:00,3.094852E+05,1.515804E+05,1.597221E+01,1.286027E+01
22:50:00,3.094853E+05,1.470694E+05,1.597221E+01,1.213426E+01
22:55:00,3.094853E+05,1.425809E+05,1.597221E+01,1.141057E+01
23:00:00,3.094854E+05,1.381136E+05,1.597222E+01,1.068909E+01
23:05:00,3.094855E+05,1.517253E+05,1.597222E+01,1.173928E+01
23:10:00,3.094855E+05,1.634319E+05,1.597222E+01,1.263423E+01
23:15:00,3.094856E+05,1.613131E+05,1.597223E+01,1.244594E+01
23:20:00,3.094856E+05,1.624904E+05,1.597223E+01,1.253680E+01
23:25:00,3.094857E+05,1.633515E+05,1.597223E+01,1.260326E+01
23:30:00,3.094858E+05,1.633022E+05,1.597224E+01,1.259946E+01
23:35:00,3.094858E+05,1.632116E+05,1.597224E+01,1.259246E+01
23:40:00,3.094859E+05,1.631057E+05,1.597224E+01,1.258429E+01
23:45:00,3.094859E+05,1.629867E+05,1.597224E+01,1.257512E+01
23:50:00,3.094860E+05,1.628563E+05,1.597225E+01,1.256505E+01
23:55:00,3.094860E+05,1.627150E+05,1.597225E+01,1.255415E+01
24:00:00,3.094860E+05,1.625632E+05,1.597225E+01,1.254244E+01
Peak,3.094860E+05,3.115053E+05,1.597225E+01,3.052385E+01

Peak Vol Flow (m3/s),,,1.358318E+01,2.595820E+01
